ID	parentID	scientificName	kingdom	phylum	class	order	family	genus	rank	status
296		Pagellus bogaraveo	Animalia	Chordata	Osteichthyes	Perciformes	Sparidae	Pagellus	species	accepted
297		Spondyliosoma cantharus	Animalia	Chordata	Osteichthyes	Perciformes	Sparidae	Spondyliosoma	species	accepted
298		Argyrosomus regius	Animalia	Chordata	Osteichthyes	Perciformes	Sciaenidae	Argyrosomus	species	accepted
299		Mullus surmuletus	Animalia	Chordata	Osteichthyes	Pectiformes	Mullidae	Mullus	species	accepted
300		Mugilidae	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae		family	accepted
301		Chelon labrosus	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Chelon	species	accepted
302		Liza aurata	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Liza	species	accepted
303		Liza ramada	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Liza	species	accepted
305		Zoarces viviparus	Animalia	Chordata	Osteichthyes	Perciformes	Zoarcidae	Zoarces	species	accepted
306		Anarhichas lupus	Animalia	Chordata	Osteichthyes	Perciformes	Anarhichadidae	Anarhichas	species	accepted
307		Trachinus draco	Animalia	Chordata	Osteichthyes	Perciformes	Trachnidae	Trachinus	species	accepted
308		Echiichthys vipera	Animalia	Chordata	Osteichthyes	Perciformes	Trachnidae	Echiichthys	species	accepted
309		Lipophrys pholis	Animalia	Chordata	Osteichthyes	Perciformes	Blenniidae	Lipophrys	species	accepted
310		Ammodytes tobianus	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Ammodytes	species	accepted
311		Ammodytes marinus	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Ammodytes	species	accepted
312		Hyperoplus lanceolatus	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Hyperoplus	species	accepted
313		Callionymus lyra	Animalia	Chordata	Osteichthyes	Perciformes	Callionymidae	Callionymus	species	accepted
314		Pomatoschistus minutus	Animalia	Chordata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus	species	accepted
315		Scomber scombrus	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Scomber	species	accepted
316		Scomber japonicus	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Scomber	species	accepted
317		Thunnus thynnus	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Thunnus	species	accepted
318		Scophthalmus maximus	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Bothidae	Scophthalmus	species	accepted
319		Scophthalmus rhombus	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Bothidae	Scophthalmus	species	accepted
320		Pleuronectidae	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae		family	accepted
321		Pleuronectes platessa	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pleuronectes	species	accepted
322		Limanda limanda	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Limanda	species	accepted
323		Platichthys flesus	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Platichthys	species	accepted
324		Hippoglossus hippoglossus	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossus	species	accepted
325		Solea solea	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Soleidae	Solea	species	accepted
326		Buglossidium luteum	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Soleidae	Buglossidium	species	accepted
329		Emys orbicularis	Animalia	Chordata	Reptilia	Testudines	Emydidae	Emys	species	accepted
330		Anguis fragilis	Animalia	Chordata	Reptilia	Squamata	Anguidae	Anguis	species	accepted
331		Lacerta muralis	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	species	accepted
332		Lacerta vivipara	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	species	accepted
333		Lacerta agilis	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	species	accepted
334		Coronella austriaca	Animalia	Chordata	Reptilia	Squamata	Colubridae	Coronella	species	accepted
335		Natrix natrix	Animalia	Chordata	Reptilia	Squamata	Colubridae	Natrix	species	accepted
336		Vipera berus	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	species	accepted
338		Reptilia	Animalia	Chordata	Reptilia				class	accepted
339		Triturus vulgaris	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	species	accepted
340		Triturus helveticus	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	species	accepted
341		Triturus cristatus	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	species	accepted
342		Triturus alpestris	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	species	accepted
343		Salamandra salamandra	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	species	accepted
344		Bombina variegata	Animalia	Chordata	Amphibia	Anura	Discoglossidae	Bombina	species	accepted
345		Bombina bombina	Animalia	Chordata	Amphibia	Anura	Discoglossidae	Bombina	species	accepted
346		Pelobates fuscus	Animalia	Chordata	Amphibia	Anura	Pelobatidae	Pelobates	species	accepted
347		Bufo bufo	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	species	accepted
348		Bufo calamita	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	species	accepted
349		Bufo viridis	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	species	accepted
350		Hyla arborea	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	species	accepted
351		Rana esculenta	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	accepted
352		Rana ridibunda	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	accepted
353		Rana temporaria	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	accepted
354		Rana arvalis	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	accepted
355		Rana dalmatina	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	accepted
356		Ranidae	Animalia	Chordata	Amphibia	Anura	Ranidae		family	accepted
357		Anura	Animalia	Chordata	Amphibia	Anura			order	accepted
359		Amphibia	Animalia	Chordata	Amphibia				class	accepted
360		Theodoxus fluviatilis	Animalia	Mollusca	Gastropoda	Neritaemorphi	Neritidae	Theodoxus	species	accepted
361		Viviparus viviparus	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Viviparus	species	accepted
363		Viviparus	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Viviparus	genus	accepted
364		Valvata cristata	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata	species	accepted
365		Aplexa hypnorum	Animalia	Mollusca	Gastropoda	Pulmonata	Physidae	Aplexa	species	accepted
366		Physa fontinalis	Animalia	Mollusca	Gastropoda	Pulmonata	Physidae	Physa	species	accepted
368		Radix ovata	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Radix	species	accepted
369		Lymnaea stagnalis	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Lymnaea	species	accepted
370		Lymnaea	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Lymnaea	genus	accepted
372		Valvata piscinalis	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata	species	accepted
373		Valvata	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata	genus	accepted
374		Assiminea grayana	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Assimineidae	Assiminea	species	accepted
375		Planorbis planorbis	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Planorbis	species	accepted
377		Anisus vortex	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Anisus	species	accepted
379		Bathyomphalus contortus	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Bathyomphalus	species	accepted
380		Gyraulus crista	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Gyraulus	species	accepted
383		Anisus	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Anisus	genus	accepted
384		Acroloxus lacustris	Animalia	Mollusca	Gastropoda	Pulmonata	Acroloxidae	Acroloxus	species	accepted
385		Unio crassus	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Unio	species	accepted
386		Unio tumidus	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Unio	species	accepted
387		Unio pictorum	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Unio	species	accepted
388		Unio	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Unio	genus	accepted
389		Anodonta cygnaea	Animalia	Mollusca	Bivalvia	Unionoida	Unionidae	Anodonta	species	accepted
390		Pisidium amnicum	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	species	accepted
391		Pisidium nitidum	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	species	accepted
392		Pisidium supinum	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	species	accepted
393		Pisidium henslowanum	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	species	accepted
394		Pisidium	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	genus	accepted
395		Sphaerium corneum	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Sphaerium	species	accepted
396		Sphaerium rivicola	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Sphaerium	species	accepted
398		Sphaerium	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Sphaerium	genus	accepted
399		Dreissena polymorpha	Animalia	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	species	accepted
401		Carychium tridentatum	Animalia	Mollusca	Gastropoda	Basommatophora	Ellobiidae	Carychium	species	accepted
402		Succinea putris	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Succinea	species	accepted
404		Succinea sarsii	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Succinea	species	accepted
405		Succinea	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Succinea	genus	accepted
406		Cochlicopa lubrica	Animalia	Mollusca	Gastropoda	Stylommatophora	Cochlicopidae	Cochlicopa	species	accepted
407		Pupilla muscorum	Animalia	Mollusca	Gastropoda	Stylommatophora	Pupillidae	Pupilla	species	accepted
408		Lauria cylindracea	Animalia	Mollusca	Gastropoda	Stylommatophora	Pupillidae	Lauria	species	accepted
409		Vallonia pulchella	Animalia	Mollusca	Gastropoda	Stylommatophora	Valloniidae	Vallonia	species	accepted
410		Vallonia excentrica	Animalia	Mollusca	Gastropoda	Stylommatophora	Valloniidae	Vallonia	species	accepted
411		Vallonia	Animalia	Mollusca	Gastropoda	Stylommatophora	Valloniidae	Vallonia	genus	accepted
412		Ena montana	Animalia	Mollusca	Gastropoda	Stylommatophora	Enidae	Ena	species	accepted
413		Clausilia parvula	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Clausilia	species	accepted
414		Clausilia nigricans	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Clausilia	species	accepted
415		Clausilia dubia	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Clausilia	species	accepted
416		Clausilia rolphii	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Clausilia	species	accepted
417		Clausilia	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Clausilia	genus	accepted
418		Balea perversa	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Balea	species	accepted
419		Cochlodina laminata	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Cochlodina	species	accepted
420		Punctum pygmaeum	Animalia	Mollusca	Gastropoda	Stylommatophora	Punctidae	Punctum	species	accepted
421		Discus rotundatus	Animalia	Mollusca	Gastropoda	Stylommatophora	Endodontidae	Discus	species	accepted
422		Vitrea crystallina	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Vitrea	species	accepted
424		Nesovitrea hammonis	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Nesovitrea	species	accepted
425		Zonitidae	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae		family	accepted
426		Oxychilus cellarius	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Oxychilus	species	accepted
427		Oxychilus draparnaldi	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Oxychilus	species	accepted
428		Oxychilus	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Oxychilus	genus	accepted
429		Oxychilus alliarius	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Oxychilus	species	accepted
430		Oxychilus helveticus	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Oxychilus	species	accepted
431		Zonitoides nitidus	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Zonitoides	species	accepted
432		Zonitoides excavatus	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Zonitoides	species	accepted
433		Zonitoides	Animalia	Mollusca	Gastropoda	Stylommatophora	Zonitidae	Zonitoides	genus	accepted
434		Helicella gigaxii	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicella	species	accepted
435		Helicella virgata	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicella	species	accepted
437		Helicella	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicella	genus	accepted
438		Helicella intersecta	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicella	species	accepted
439		Perforatella incarnata	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Perforatella	species	accepted
440		Trichia hispida	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Trichia	species	accepted
441		Helicigona lapicida	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicigona	species	accepted
443		Helicigona	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helicigona	genus	accepted
444		Cepaea nemoralis	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	species	accepted
445		Cepaea hortensis	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	species	accepted
446		Cepaea	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	genus	accepted
447		Helix pomatia	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	species	accepted
448		Helix aspersa	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	species	accepted
449		Helix	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	genus	accepted
450		Glycymeris glycymeris	Animalia	Mollusca	Bivalvia	Arcoida	Glycymerididae	Glycymeris	species	accepted
451		Modiolus modiolus	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Modiolus	species	accepted
452		Mytilus edulis	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	species	accepted
453		Pecten maximus	Animalia	Mollusca	Bivalvia	Pterioida	Pectinidae	Pecten	species	accepted
454		Pecten jacobaeus	Animalia	Mollusca	Bivalvia	Pterioida	Pectinidae	Pecten	species	accepted
455		Chlamys varia	Animalia	Mollusca	Bivalvia	Pterioida	Pectinidae	Chlamys	species	accepted
456		Chlamys opercularis	Animalia	Mollusca	Bivalvia	Pterioida	Pectinidae	Chlamys	species	accepted
457		Chlamys	Animalia	Mollusca	Bivalvia	Pterioida	Pectinidae		family	accepted
458		Lima loscombi	Animalia	Mollusca	Bivalvia	Pterioida	Limidae	Lima	species	accepted
459		Anomia ephippium	Animalia	Mollusca	Bivalvia	Pterioida	Anomiidae	Anomia	species	accepted
460		Ostrea edulis	Animalia	Mollusca	Bivalvia	Pterioida	Ostreidae	Ostrea	species	accepted
461		Crassostrea angulata	Animalia	Mollusca	Bivalvia	Pterioida	Ostreidae	Crassostrea	species	accepted
462		Astarte montagui	Animalia	Mollusca	Bivalvia	Veneroida	Astartidae	Astarte	species	accepted
463		Arctica islandica	Animalia	Mollusca	Bivalvia	Veneroida	Arcticidae	Arctica	species	accepted
464		Lucinella divaricata	Animalia	Mollusca	Bivalvia	Veneroida	Lucinidae	Lucinella	species	accepted
465		Lasaea rubra	Animalia	Mollusca	Bivalvia	Veneroida	Erycinidae	Lasaea	species	accepted
466		Mysella bidentata	Animalia	Mollusca	Bivalvia	Veneroida	Montacutidae	Mysella	species	accepted
467		Laevicardium crassum	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Laevicardium	species	accepted
468		Cerastoderma edule	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	species	accepted
469		Acanthocardia echinatum	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Acanthocardia	species	accepted
470		Cerastoderma	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	genus	accepted
471		Dosinia exoleta	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Dosinia	species	accepted
472		Venus verrucosa	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	species	accepted
473		Mercenaria mercenaria	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	species	accepted
474		Chamelea gallina	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Chamelea	species	accepted
475		Spisula	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Spisula	genus	accepted
476		Mactra corallina	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Mactra	species	accepted
477		Lutraria lutraria	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Lutraria	species	accepted
478		Donax vittatus	Animalia	Mollusca	Bivalvia	Veneroida	Donacidae	Donax	species	accepted
479		Venus	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	genus	accepted
480		Venerupis pullastra	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venerupis	species	accepted
481		Petricola pholadiformis	Animalia	Mollusca	Bivalvia	Petricolidae	Petricolidae	Petricola	species	accepted
482		Spisula subtruncata	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Spisula	species	accepted
483		Spisula solida	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Spisula	species	accepted
484		Spisula elliptica	Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Spisula	species	accepted
485		Gari fervensis	Animalia	Mollusca	Bivalvia	Veneroida	Psammobiidae	Gari	species	accepted
486		Abra alba	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	species	accepted
487		Scrobicularia plana	Animalia	Mollusca	Bivalvia	Veneroida	Scobiculariidae	Scrobicularia	species	accepted
488		Macoma balthica	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Macoma	species	accepted
489		Tellina fabula	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Tellina	species	accepted
490		Tellina tenuis	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Tellina	species	accepted
491		Angelus	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Tellina	genus	accepted
492		Ensis ensis	Animalia	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	species	accepted
493		Ensis arcuatis	Animalia	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	species	accepted
494		Ensis siliqua	Animalia	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	species	accepted
495		Ensis	Animalia	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	genus	accepted
496		Hiatella striata	Animalia	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	species	accepted
497		Sphenia binghami	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Sphenia	species	accepted
498		Mya truncata	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	species	accepted
499		Mya arenaria	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	species	accepted
500		Mya	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	genus	accepted
501		Barnea candida	Animalia	Mollusca	Bivalvia	Myoida	Pholadidae	Barnea	species	accepted
502		Zirfaea crispata	Animalia	Mollusca	Bivalvia	Myoida	Pholadidae	Zirfaea	species	accepted
503		Pholas dactylus	Animalia	Mollusca	Bivalvia	Myoida	Pholadidae	Pholas	species	accepted
504		Teredo navalis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	species	accepted
505		Thracia phaseolina	Animalia	Mollusca	Bivalvia	Pholadomyoida	Thraciidae	Thracia	species	accepted
506		Patella vulgata	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Patellidae	Patella	species	accepted
507		Patella depressa	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Patellidae	Patella	species	accepted
508		Patella athletica	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Patellidae	Patella	species	accepted
509		Patella	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Patellidae	Patella	genus	accepted
510		Calliostoma zizyphinum	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Calliostoma	species	accepted
511		Jujubinus exasperatus	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Jujubinus	species	accepted
512		Gibbula magus	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	species	accepted
513		Gibbula pennanti	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	species	accepted
514		Gibbula tumida	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	species	accepted
515		Gibbula cineraria	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	species	accepted
516		Gibbula umbilicalis	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	species	accepted
517		Gibbula	Animalia	Mollusca	Gastropoda	Archaeogastropoda	Trochidae	Gibbula	genus	accepted
518		Littorina littorea	Animalia	Mollusca	Gastropoda	Mesogastropoda	Littorinidae	Littorina	species	accepted
519		Littorina saxatilis	Animalia	Mollusca	Gastropoda	Mesogastropoda	Littorinidae	Littorina	species	accepted
520		Littorina obtusata	Animalia	Mollusca	Gastropoda	Mesogastropoda	Littorinidae	Littorina	species	accepted
521		Littorina	Animalia	Mollusca	Gastropoda	Mesogastropoda	Littorinidae	Littorina	genus	accepted
522		Hydrobia stagnarum	Animalia	Mollusca	Gastropoda	Mesogastropoda	Hydrobiidae	Hydrobia	species	accepted
524		Hydrobia	Animalia	Mollusca	Gastropoda	Mesogastropoda	Hydrobiidae	Hydroba	genus	accepted
525		Rissoa membranacea	Animalia	Mollusca	Gastropoda	Mesogastropoda	Rissoidae	Rissoa	species	accepted
526		Rissoella diaphana	Animalia	Mollusca	Gastropoda	Mesogastropoda	Rissoellidae	Rissoella	species	accepted
527		Turritella communis	Animalia	Mollusca	Gastropoda	Mesogastropoda	Turritellidae	Turritella	species	accepted
528		Bittium reticulatum	Animalia	Mollusca	Gastropoda	Mesogastropoda	Cerithiidae	Bittium	species	accepted
529		Epitonium clathrus	Animalia	Mollusca	Gastropoda	Heterogastropoda	Epitoniidae	Epitonium	species	accepted
530		Calyptraea chinensis	Animalia	Mollusca	Gastropoda	Mesogastropoda	Calyptraeidae	Calyptraea	species	accepted
531		Crepidula fornicata	Animalia	Mollusca	Gastropoda	Mesogastropoda	Calyptraeidae	Crepidula	species	accepted
532		Aporrhais pespelecani	Animalia	Mollusca	Gastropoda	Mesogastropoda	Aporrhaidae	Aporrhais	species	accepted
533		Euspira catena	Animalia	Mollusca	Gastropoda	Mesogastropoda	Naticidae	Euspira	species	accepted
534		Euspira nitida	Animalia	Mollusca	Gastropoda	Mesogastropoda	Naticidae	Euspira	species	accepted
535		Policines	Animalia	Mollusca	Gastropoda	Mesogastropoda	Naticidae	Policines	genus	accepted
536		Velutina velutina	Animalia	Mollusca	Gastropoda	Mesogastropoda	Lamellariidae	Velutina	species	accepted
537		Trivia monacha	Animalia	Mollusca	Gastropoda	Mesogastropoda	Triviidae	Trivia	species	accepted
538		Trivia arctica	Animalia	Mollusca	Gastropoda	Mesogastropoda	Triviidae	Trivia	species	accepted
539		Trivia	Animalia	Mollusca	Gastropoda	Mesogastropoda	Trividae	Trivia	genus	accepted
540		Thais lapillus	Animalia	Mollusca	Gastropoda	Neogastropoda	Thaididae	Thais	species	accepted
541		Ocenebra erinaceus	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ocenebra	species	accepted
542		Colus gracilis	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Colus	species	accepted
543		Neptunea antiqua	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Neptunea	species	accepted
544		Buccinum undatum	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum	species	accepted
545		Nassarius reticulatus	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	species	accepted
546		Nassarius incrassatus	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	species	accepted
547		Nassarius pygmaeus	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	species	accepted
548		Nassarius	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	genus	accepted
549		Oenopota turricula	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Oenopota	species	accepted
550		Acteon tornatilis	Animalia	Mollusca	Gastropoda	Bullomorpha	Acteonidae	Acteon	species	accepted
551		Brachystomia scalaris	Animalia	Mollusca	Gastropoda		Pyramidellidae	Brachystomia	species	accepted
552		Dentalium vulgare	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Dentalium	species	accepted
553		Dentalium entale	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Dentalium	species	accepted
554		Dentalium	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Dentalium	genus	accepted
559		Mollusca	Animalia	Mollusca					phylum	accepted
560		Insecta	Animalia	Arthropoda	Insecta				class	accepted
561		Acari	Animalia	Arthropoda	Acari				subclass	accepted
562		Crustacea	Animalia	Arthropoda					subphylum	accepted
564		Phasianus colchicus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus	species	accepted
565		Recurvirostra avosetta	Animalia	Chordata	Aves	Charadriiformes	Recurvirostridae	Recurvirostra	species	accepted
566		Turdus merula	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	species	accepted
567		Alca torda	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Alca	species	accepted
568		Coregonus	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus	genus	accepted
569		Tyto alba	Animalia	Chordata	Aves	Strigiformes	Strigidae	Tyto	species	accepted
570		Triglidae	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae		family	accepted
572		Percidae	Animalia	Chordata	Osteichthyes	Perciformes	Percidae		family	accepted
573		Gallinula chloropus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallinula	species	accepted
574		Bos taurus	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	species	accepted
576		Ovis aries	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	species	accepted
577		Capra hircus	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	species	accepted
578		Sus domesticus	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus	species	accepted
579		Equus caballus	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	species	accepted
580		Brosme brosme	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Brosme	species	accepted
582		Bufo	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	genus	accepted
583		Rana	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	genus	accepted
584		Mergus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	genus	accepted
