ID	parentID	scientificName	kingdom	phylum	class	order	family	genus	rank	status
1297		Hydrochus brevis	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	species	accepted
1298		Hydrophilidae	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae		family	accepted
1299		Hydroporus	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hydroporus	genus	accepted
1300		Hymenoptera	Animalia	Arthropoda	Insecta	Hymenoptera			order	accepted
1301		Hypera postica	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hypera	species	accepted
1302		Hypera suspiciosa	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hypera	species	accepted
1303		Hypera venusta	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hypera	species	accepted
1305		Isopoda	Animalia	Arthropoda	Malacostraca	Isopoda			order	accepted
1306		Lagomorpha	Animalia	Chordata	Mammalia	Lagomorpha			order	accepted
1307		Lasioseius berlesei	Animalia	Arthropoda	Arachnida	Mesostigmata	Ascidae	Lasioseius	species	accepted
1308		Lasioseius formosus	Animalia	Arthropoda	Arachnida	Mesostigmata	Ascidae	Lasioseius	species	accepted
1309		Latridiidae	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae		family	accepted
1310		Lathrobium	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lathrobium	genus	accepted
1311		Lathrobium longulum	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lathrobium	species	accepted
1313		Lema	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Lema	genus	accepted
1314		Lepidoptera	Animalia	Arthropoda	Insecta	Lepidoptera			order	accepted
1315		Leptacinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Leptacinus	genus	accepted
1316		Lesteva sicula heeri	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lesteva	subspecies	accepted
1317		Leuciscus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leuciscus	genus	accepted
1319		Limnobaris pilistriata	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Limnobaris	species	accepted
1320		Linognathus	Animalia	Arthropoda	Insecta	Phthiraptera	Linognathidae	Linognathus	genus	accepted
1321		Psocoptera	Animalia	Arthropoda	Insecta	Psocoptera			order	accepted
1322		Lithocharis obsoleta	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lithocharis	species	accepted
1324		Longitarsus	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Longitarsus	genus	accepted
1325		Loricera pilicornis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Loricera	species	accepted
1326		Lymnaeidae	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae		family	accepted
1328		Mammuthus	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Mammuthus	genus	accepted
1329		Mammuthus primigenius	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Mammuthus	species	accepted
1330		Megaloceros giganteus	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Megaloceros	species	accepted
1331		Megasternum obscurum	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Megasternum	species	accepted
1332		Metopsia	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Metopsia	genus	accepted
1333		Micrelus ericae	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Micrelus	species	accepted
1334		Microcara testacea	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Microcara	species	accepted
1335		Microptilium	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Microptilium	genus	accepted
1336		Monotoma	Animalia	Arthropoda	Insecta	Coleoptera	Monotomidae	Monotoma	genus	accepted
1337		Monotoma brevicollis	Animalia	Arthropoda	Insecta	Coleoptera	Monotomidae	Monotoma	species	accepted
1338		Monotoma spinicollis	Animalia	Arthropoda	Insecta	Coleoptera	Monotomidae	Monotoma	species	accepted
1340		Mustela putorius furo	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	subspecies	accepted
1341		Nanophyes marmoratus	Animalia	Arthropoda	Insecta	Coleoptera	Brentidae	Nanophyes	species	accepted
1342		Nebria brevicollis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Nebria	species	accepted
1343		Nematocera	Animalia	Arthropoda	Insecta	Diptera			genus	accepted
1344		Nematoda	Animalia	Nematoda			inet.		phylum	accepted
1345		Nereis	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Nereis	genus	accepted
1346		Notaris scirpi	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Notaris	species	accepted
1347		Notiophilus biguttatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Notiophilus	species	accepted
1348		Ochthebius	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	genus	accepted
1349		Ochthebius dilatatus	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	species	accepted
1350		Ochthebius marinus	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	species	accepted
1351		Ochthebius viridis	Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	species	accepted
1352		Ochthephilum fracticorne	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Ochthephilum	species	accepted
1353		Olibrus aeneus	Animalia	Arthropoda	Insecta	Coleoptera	Phalacridae	Olibrus	species	accepted
1354		Olophrum piceum	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Olophrum	species	accepted
1355		Omalium exiguum	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Omalium	species	accepted
1356		Oniscidae	Animalia	Arthropoda	Malacostraca	Isopoda	Oniscidae		family	accepted
1357		Onthophagus nuchicornis	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onthophagus	species	accepted
1358		Oodes helopioides	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Oodes	species	accepted
1361		Ostrea	Animalia	Mollusca	Bivalvia	Ostreoida	Ostreidae	Ostrea	genus	accepted
1362		Otiorhynchus sulcatus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Otiorhynchus	species	accepted
1363		Oulema	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Oulema	genus	accepted
1365		Oxyomus sylvestris	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Oxyomus	species	accepted
1366		Oxytelus sculptus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Oxytelus	species	accepted
1367		Paederus riparius	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Paederus	species	accepted
1368		Paracymus aeneus	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Paracymus	species	accepted
1369		Parasitinae	Animalia	Arthropoda	Arachnida	Mesostigmata	Parasitidae		subfamily	accepted
1370		Patrobus atrorufus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Patrobus	species	accepted
1371		Phalacridae	Animalia	Arthropoda	Insecta	Coleoptera	Phalacridae		family	accepted
1372		Phalacrocorax pygmeus	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	species	accepted
1373		Philonthus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Philonthus	genus	accepted
1374		Philonthus punctus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Philonthus	species	accepted
1375		Planorbis	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Planorbis	genus	accepted
1376		Plateumaris discolor	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Plateumaris	species	accepted
1377		Plateumaris sericea	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Plateumaris	species	accepted
1378		Pleuronectes	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Pleuronectidae	Pleuronectes	genus	accepted
1381		Polydora ciliata	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Polydora	species	accepted
1382		Pomatoceros triqueter	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Pomatoceros	species	accepted
1383		Pomatoschistus lozanoi	Animalia	Chordata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus	species	accepted
1384		Porcellio scaber	Animalia	Arthropoda	Malacostraca	Isopoda	Porcellionidae	Porcellio	species	accepted
1385		Pristonychus terricola	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pristonychus	species	accepted
1386		Proboscidea	Animalia	Chordata	Mammalia	Proboscidea			order	accepted
1388		Pselaphaulax dresdensis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Pselaphaulax	species	accepted
1389		Pselaphidae	Animalia	Arthropoda	Insecta	Coleoptera	Pselaphidae		family	accepted
1390		Pselaphus heisei	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Pselaphus	species	accepted
1391		Pseudoscorpiones	Animalia	Arthropoda	Arachnida	Pseudoscorpiones			order	accepted
1392		Psyllidae	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae		family	accepted
1393		Ptenidium	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptenidium	genus	accepted
1394		Ptenidium fuscicorne	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptenidium	species	accepted
1395		Ptenidium longicorne	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptenidium	species	accepted
1396		Ptenidium punctatum	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptenidium	species	accepted
1397		Ptenidium pusillum	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptenidium	species	accepted
1398		Pterostichus anthracinus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1399		Pterostichus cupreus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1400		Pterostichus diligens	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1401		Pterostichus gracilis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1402		Pterostichus melanarius	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1403		Pterostichus minor	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1404		Pterostichus strenuus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1405		Pterostichus vernalis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	species	accepted
1406		Ptiliidae	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae		family	accepted
1407		Ptinella britannica	Animalia	Arthropoda	Insecta	Coleoptera	Ptiliidae	Ptinella	species	accepted
1408		Ptinidae	Animalia	Arthropoda	Insecta	Coleoptera	Ptinidae		family	accepted
1410		Raja miraletus	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	species	accepted
1411		Rhizophagidae	Animalia	Arthropoda	Insecta	Coleoptera	Rhizophagidae		family	accepted
1412		Rhyncolus lignarius	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhyncolus	species	accepted
1413		Rugilus orbiculatus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Rugilus	species	accepted
1414		Rybaxis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Rybaxis	genus	accepted
1415		Rybaxis longicornis	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Rybaxis	species	accepted
1416		Salmo	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	genus	accepted
1417		Scarabaeidae	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae		family	accepted
1420		Scirtidae	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae		family	accepted
1421		Scopaeus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Scopaeus	genus	accepted
1422		Scrupocellaria	Animalia	Ectoprocta	Gymnolaemata	Cheilostomatida	Candidae	Scrupocellaria	genus	accepted
1425		Scydmaenidae	Animalia	Arthropoda	Insecta	Coleoptera	Scydmaenidae		family	accepted
1426		Sepedophilus pedicularium	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Sepedophilus	species	accepted
1427		Sepsidae	Animalia	Arthropoda	Insecta	Diptera	Sepsidae		family	accepted
1428		Serpulidae	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae		family	accepted
1429		Silpha	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Silpha	genus	accepted
1430		Simplocaria semistriata	Animalia	Arthropoda	Insecta	Coleoptera	Byrrhidae	Simplocaria	species	accepted
1431		Sitona lineatus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Sitona	species	accepted
1432		Sitophilus granarius	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Sitophilus	species	accepted
1433		Solenopotes capillatus	Animalia	Arthropoda	Insecta	Phthiraptera	Linognathidae	Solenopotes	species	accepted
1434		Sphaeridium lunatum	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	species	accepted
1435		Sphaeridium scarabaeoides	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	species	accepted
1436		Spirorbis borealis	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Spirorbis	species	accepted
1437		Staphylinidae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae		family	accepted
1438		Staphylinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Staphylinus	genus	accepted
1439		Stegobium paniceum	Animalia	Arthropoda	Insecta	Coleoptera	Anobiidae	Stegobium	species	accepted
1440		Stenichnus collaris	Animalia	Arthropoda	Insecta	Coleoptera	Scydmaenidae	Stenichnus	species	accepted
1441		Stenus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus	genus	accepted
1442		Stilbus oblongus	Animalia	Arthropoda	Insecta	Coleoptera	Phalacridae	Stilbus	species	accepted
1443		Stilbus testaceus	Animalia	Arthropoda	Insecta	Coleoptera	Phalacridae	Stilbus	species	accepted
1444		Strigidae	Animalia	Chordata	Aves	Strigiformes	Strigidae		family	accepted
1446		Syncalypta	Animalia	Arthropoda	Insecta	Coleoptera	Byrrhidae	Syncalypta	genus	accepted
1447		Synuchus nivalis	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Synuchus	species	accepted
1448		Tachinus corticinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Tachinus	species	accepted
1449		Tachyporus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Tachyporus	genus	accepted
1450		Tanysphyrus lemnae	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Tanysphyrus	species	accepted
1451		Thryogenes nereis	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Thryogenes	species	accepted
1452		Trechus micros	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trechus	species	accepted
1453		Trichocellus cognatus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trichocellus	species	accepted
1454		Trichoptera	Animalia	Arthropoda	Insecta	Trichoptera			order	accepted
1457		Trichuris	Animalia	Nematoda	Adenophorea	Enoplida	Trichuridae	Trichuris	genus	accepted
1458		Trichuris trichiura	Animalia	Nematoda	Adenophorea	Enoplida	Trichuridae	Trichuris	species	accepted
1459		Trigla	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Trigla	genus	accepted
1460		Trissemus impressa	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Trissemus	species	accepted
1461		Tychius picirostris	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Tychius	species	accepted
1462		Tychus niger	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Tychus	species	accepted
1464		Xantholinus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Xantholinus	genus	accepted
1465		Xylodromus concinnus	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Xylodromus	species	accepted
1466		Mustela putorius	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	species	accepted
1467		Elephantidae	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae		family	accepted
1468		Chordata	Animalia	Chordata					phylum	accepted
1469		Cygnus olor domesticus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	subspecies	accepted
1470		Egretta garzetta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	species	accepted
1471		Nucula nitidosa	Animalia	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	species	accepted
1472		Carnivora	Animalia	Chordata	Mammalia	Carnivora			order	accepted
1473		Chilopoda	Animalia	Arthropoda	Chilopoda				class	accepted
1474		Enicmus	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Enicmus	genus	accepted
1475		Felidae	Animalia	Chordata	Mammalia	Carnivora	Felidae		family	accepted
1476		Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae		family	accepted
1477		Serpula	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Serpula	genus	accepted
1478		Decapoda	Animalia	Arthropoda	Malacostraca	Decapoda			order	accepted
1479		Latridius	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Latridius	genus	accepted
1480		Pulmonata	Animalia	Mollusca	Gastropoda	Pulmonata			order	accepted
1481		Squamata	Animalia	Chordata	Reptilia	Squamata			order	accepted
1482		Nereididae	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae		family	accepted
1483		Canidae	Animalia	Chordata	Mammalia	Carnivora	Canidae		family	accepted
1484		Pleuronectiformes	Animalia	Chordata	Actinopterygii	Pleuronectiformes			order	accepted
1485		Plateumaris	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Plateumaris	genus	accepted
1486		Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex	genus	accepted
1487		Pecten	Animalia	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten	genus	accepted
1491		Stercorarius pomarinus	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	species	accepted
1492		Stercorarius skua	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	species	accepted
1494		Thalasseus sandvicensis	Animalia	Chordata	Aves	Charadriiformes	Laridae	Thalasseus	species	accepted
1501		Conus marmoreus	Animalia		Gastropoda	Neogastropoda	Conidae	Conus	species	accepted
1502		Cypraea annulus	Animalia		Gastropoda	Neotaenioglossa	Cypraeidae	Cypraea	species	accepted
1504		Acipenser	Animalia		Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser	genus	accepted
1507		Pisidium moitessierianum	Animalia		Bivalvia	Veneroida	Sphaeriidae	Pisidium	species	accepted
1508		Cristatella mucedo	Animalia		Bryozoa	Plumatellida	Cristatellidae	Cristatella	species	accepted
1510		Spongilla lacustris	Animalia		Demospongiae	Haplosclerida	Spongillidae	Spongilla	species	accepted
1511		Lepidochitona cinerea	Animalia		Gastropoda	Chitonida	Tonicellidae	Lepidochitona	species	accepted
1512		Peringia ulvae	Animalia		Gastropoda	Neotaenioglossa	Hydrobiidae	Peringia	species	accepted
1513		Lagis koreni	Animalia		Polychaeta	Terebellida	Pectinariidae	Lagis	species	accepted
1514		Foraminifera	Animalia		Foraminifera			indet	class	accepted
1515		Bacillariophyceae	Animalia		Bacillariophyceae				class	accepted
1517		Lumbricidae	Animalia		Clitellata	Opisthopora	Lumbricidae	Lumbricidae	family	accepted
1526		Chlidonias niger	Animalia		Aves	Charadriiformes	Laridae	Chlidonias	species	accepted
1527		Microtidae	Animalia	Chordata	Mammalia	Rodentia	Muridae		subfamily	accepted
1528		Arvicolidae	Animalia	Chordata	Mammalia	Rodentia	Muridae		subfamily	accepted
1530		Helicidae	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae		family	accepted
1531		Lepus capensis	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	species	accepted
syn001	469	Acanthocardia echinata								synonym
syn002	456	Aequipecten opercularis								synonym
syn003	746	Ameronothrus nigrofemoratus								synonym
syn004	985	Analgidae								synonym
syn005	380	Anisus crista								synonym
syn006	389	Anodonta cygnea								synonym
syn007	553	Antalis entalis								synonym
syn008	552	Antalis vulgaris								synonym
syn009	1153	Anthribus nebulosus								synonym
syn010	1113	Apioninae								synonym
syn011	1114	Apis mellifera								synonym
syn012	59	Arvicola amphibius								synonym
syn013	1491	Arvicolinae								synonym
syn014	1129	Atomaria testacea								synonym
syn015	228	Barbatula barbatula								synonym
syn016	1144	Bledius limicola								synonym
syn017	207	Blicca bjoerkna								synonym
syn018	1022	Bovicola								synonym
syn019	870	Bovicola bovis								synonym
syn020	872	Bovicola caprae								synonym
syn021	1021	Bovicola ovis								synonym
syn022	158	Calidris pugnax								synonym
syn023	434	Candidula gigaxii								synonym
syn024	438	Candidula intersecta								synonym
syn025	469	Cardium echinatum								synonym
syn026	468	Cardium edule								synonym
syn027	92	Casmerodius albus								synonym
syn028	907	Cerastoderma lamarcki								synonym
syn029	435	Cernuella virgata								synonym
syn030	1446	Chaetophora								synonym
syn031	474	Chamelea striatula								synonym
syn032	770	Chamobates schuetzi								synonym
syn033	857	Cheiroseius borealis								synonym
syn034	859	Cheiroseius mutilus								synonym
syn035	858	Cheiroseius necorniger								synonym
syn036	288	Chelidonichthys lucerna								synonym
syn037	667	Chroicocephalus ridibundus								synonym
syn038	414	Clausilia bidentata								synonym
syn039	413	Clausilia rugosa								synonym
syn040	1218	Conus ventricosus								synonym
syn041	1106	Cordicollis gracilis								synonym
syn042	448	Cornu aspersum								synonym
syn043	718	Cosmoppia ornata								synonym
syn044	1234	Cymbiodyta marginellus								synonym
syn045	696	Damaeus auritus								synonym
syn046	1066	Delichon urbicum								synonym
syn047	1515	Diatomeae								synonym
syn048	1202	Diplostraca								synonym
syn049	1245	Dyschirius tristis								synonym
syn050	905	Ecrobia ventrosa								synonym
syn051	493	Ensis magnus								synonym
syn052	1258	Eremaeus rauschenensis								synonym
syn053	1345	Eunereis								synonym
syn054	535	Euspira								synonym
syn055	533	Euspira catena								synonym
syn056	534	Euspira nitida								synonym
syn057	534	Euspira poliana								synonym
syn058	534	Euspira poliana								synonym
syn059	1268	Eutheia								synonym
syn060	1269	Eutheia scydmaenoides								synonym
syn061	1460	Fagniezia impressa								synonym
syn062	922	Fruticicola fruticum								synonym
syn063	1274	Gabrius breviventer								synonym
syn064	236	Gymnocephalus cernua								synonym
syn065	920	Helicella ericetorum								synonym
syn066	1017	Helicigona arbustorum								synonym
syn067	496	Hiatella arctica								synonym
syn068	844	Holostaspella ornata								synonym
syn069	724	Insculptopia clavipectinata								synonym
syn070	466	Kurtiella bidentata								synonym
syn071	1385	Laemostenus terricola								synonym
syn072	1278	Lepidoglyphus destructor								synonym
syn073	458	Limea loscombii								synonym
syn074	1319	Limnobaris dolorosa								synonym
syn075	656	Linaria cannabina								synonym
syn076	340	Lissotriton helveticus								synonym
syn077	339	Lissotriton vulgaris								synonym
syn078	519	Littorina tenebrosa								synonym
syn079	894	Lymnaea palustris								synonym
syn080	863	Lysigamasus vagabundus								synonym
syn081	416	Macrogastra rolphii								synonym
syn082	476	Mactra stultorum								synonym
syn083	1290	Margarinotus brunneus								synonym
syn084	1291	Margarinotus merdarius								synonym
syn085	1331	Megasternum boletophagum								synonym
syn086	1331	Megasternum concinnum								synonym
syn087	1036	Mercuria anatina								synonym
syn088	927	Merdigera obscura								synonym
syn089	634	Mergellus albellus								synonym
syn090	342	Mesotriton alpestris								synonym
syn091	697	Metabelba propexa								synonym
syn092	60	Microtus subterraneus								synonym
syn093	455	Mimachlamys varia								synonym
syn094	439	Monachoides incarnatus								synonym
syn095	1236	Monetaria moneta								synonym
syn096	1411	Monotomidae								synonym
syn097	88	Morus bassanus								synonym
syn098	66	Mus domesticus								synonym
syn099	1233	Muscomorpha								synonym
syn100	1340	Mustela furo								synonym
syn101	55	Myodes glareolus								synonym
syn102	533	Natica catena								synonym
syn103	540	Nucella lapillus								synonym
syn104	541	Ocenebra erinacea								synonym
syn105	551	Odostomia scalaris								synonym
syn106	251	Oncorhynchus mykiss								synonym
syn107	427	Oxychilus draparnaudi								synonym
syn108	430	Oxychilus navarricus								synonym
syn109	404	Oxyloma sarsii								synonym
syn110	1015	Pagurus bernhardus								synonym
syn111	1240	Paradromius linearis								synonym
syn112	1241	Paradromius longiceps								synonym
syn113	1118	Paranchus albipes								synonym
syn114	507	Patella intermedia								synonym
syn115	508	Patella ulyssiponensis								synonym
syn116	76	Pavo cristatus								synonym
syn117	791	Pelopsidae								synonym
syn118	1112	Perapion curtirostre								synonym
syn119	481	Petricolaria pholadiformis								synonym
syn120	837	Phaulodinychus repletus								synonym
syn121	1412	Phloeophagus lignarius								synonym
syn122	632	Phoenicopterus roseus								synonym
syn123	884	Planorbis corneus								synonym
syn124	151	Pluvialis apricaria								synonym
syn125	331	Podarcis muralis								synonym
syn126	1399	Poecilus cupreus								synonym
syn127	549	Propebela turricula								synonym
syn128	1079	Prostigmata								synonym
syn129	1389	Pselaphinae								synonym
syn130	1322	Pseudomedon obsoletus								synonym
syn131	1391	Pseudoscorpionida								synonym
syn132	1408	Ptininae								synonym
syn133	1466	Putorius putorius								synonym
syn134	721	Rhinoppia subpectinata								synonym
syn135	223	Rhodeus amarus								synonym
syn136	526	Rissoa diaphana								synonym
syn137	238	Sander lucioperca								synonym
syn138	225	Scardinius erythrophthalmus								synonym
syn139	954	Semibalanus balanoides								synonym
syn140	1426	Sepedophilus pedicularius								synonym
syn141	1037	Sphaerium lacustre								synonym
syn142	1436	Spirorbis spirorbis								synonym
syn143	218	Squalius cephalus								synonym
syn144	938	Succinea elegans								synonym
syn145	1447	Synuchus vivalis								synonym
syn146	951	Tellina pygmaea								synonym
syn147	489	Tellina pygmaea								synonym
syn148	144	Tetrao tetrix								synonym
syn149	505	Thracia papyracea								synonym
syn150	1452	Trechoblemus micros								synonym
syn151	1460	Trissemus impressus								synonym
syn152	385	Unio batavus								synonym
syn153	480	Venerupis senegalensis								synonym
syn154	361	Viviparus lacustris								synonym
syn155	789	Zachvatkinibates quadrivertex								synonym
syn156	332	Zootoca vivipara								synonym
